resp_id,worker_pre,att_covid_selfsevere,age,weight_main
5846,yes,Somewhat disagree,54,0.0914608822623
5847,yes,Neutral,45,0.152261469045
5848,no,Somewhat agree,44,0.405015149807
5849,yes,Somewhat disagree,56,0.9747409431
5850,yes,Neutral,28,2.0045009089
5851,yes,Somewhat agree,69,0.461569135515
5852,yes,Somewhat disagree,25,0.067365941503
5853,yes,Somewhat disagree,25,0.816617355421
5854,no,Somewhat agree,77,0.630626363415
5855,yes,Somewhat disagree,26,0.190851874791
5856,no,Somewhat agree,66,0.654019655277
5857,yes,Strongly agree,39,0.690536930185
5858,no,Somewhat disagree,19,5.41494412272
5859,yes,Somewhat agree,38,0.564097035765
5860,no,Somewhat agree,37,0.657725922177
5861,yes,Somewhat agree,44,0.82552041185
5862,yes,Somewhat agree,70,0.0149106075337
5863,yes,Somewhat agree,28,1.30428038524
5865,yes,Strongly agree,52,0.699383319256
5866,no,Somewhat agree,69,2.99457705011
5867,no,Strongly disagree,33,1.16248516983
5868,no,Strongly agree,32,0.34755030632
5869,yes,Somewhat agree,70,0.283444040823
5870,yes,Strongly agree,55,5.80830239971
5871,yes,Neutral,55,0.727418909815
5872,no,Somewhat agree,71,1.57523197914
5873,yes,Strongly agree,69,3.15847569888
5874,yes,Somewhat disagree,30,0.0976525307237
5876,yes,Strongly disagree,44,0.339911061255
5877,yes,Somewhat agree,52,0.476767612896
5878,yes,Somewhat disagree,66,1.64878647781
5879,yes,Strongly agree,53,3.24261780215
5880,yes,Strongly agree,55,1.17556430434
5881,no,Strongly agree,67,0.819314694044
5882,yes,Strongly disagree,43,0.920113270414
5883,yes,Somewhat disagree,54,0.537789392425
5884,yes,Strongly agree,62,1.58931746811
5885,yes,Strongly agree,37,3.65013230988
5886,yes,Somewhat agree,43,0.455929387525
5887,yes,Neutral,67,1.5697166163
5888,yes,Neutral,25,0.370695401085
5889,no,Strongly agree,73,0.0401276255678
5890,yes,Neutral,28,0.0692658992139
5891,no,Somewhat agree,31,0.0888737974962
5892,yes,Somewhat disagree,39,0.684106237437
5893,yes,Somewhat agree,58,0.424399983552
5894,yes,Strongly agree,45,0.496947227572
5895,yes,Somewhat agree,59,0.900338673977
5896,yes,Somewhat disagree,30,1.18753424682
5897,yes,Strongly agree,25,0.296620061797
5899,yes,Somewhat agree,32,0.755321078322
5900,yes,Somewhat agree,50,0.587716372553
5901,no,Somewhat agree,68,0.106780006535
5902,no,Somewhat disagree,64,1.72489954993
5903,yes,Strongly disagree,62,0.31449661839
5904,yes,Somewhat agree,63,0.589750002561
5905,no,Somewhat disagree,46,0.253908267453
5906,yes,Strongly agree,43,1.12703267974
5907,yes,Somewhat agree,45,0.458130072517
5908,yes,Neutral,29,0.763366193647
5909,yes,Somewhat disagree,43,1.61191748843
5910,no,Strongly agree,77,0.295980546351
5911,no,Somewhat disagree,58,4.18243173502
5912,yes,Somewhat disagree,19,0.545004741954
5914,yes,Somewhat disagree,19,0.260706579143
5915,no,Somewhat agree,58,0.892571404191
5916,yes,Somewhat disagree,37,0.244974544784
5917,yes,Somewhat agree,46,0.651371139124
5918,no,Strongly agree,69,0.237191008904
5919,yes,Somewhat disagree,46,1.23826250768
5920,yes,Strongly disagree,43,0.676459357499
5921,no,Somewhat disagree,73,2.42606413868
5922,no,Somewhat agree,67,1.28817208399
5923,no,Neutral,54,0.0876022905042
5924,no,Strongly agree,41,1.06781066025
5925,yes,Somewhat agree,53,0.509426416873
5926,no,Somewhat disagree,61,0.586992737754
5927,no,Somewhat agree,56,0.688960753157
5928,no,Somewhat agree,75,0.157369962227
5929,yes,Somewhat agree,21,2.20857631783
5930,yes,Strongly disagree,22,0.0899480662152
5931,no,Somewhat agree,69,0.14697192557
5932,yes,Neutral,41,0.461887434385
5933,yes,Strongly disagree,51,1.08797024476
5934,no,Somewhat disagree,65,0.411356081075
5935,yes,Strongly agree,64,0.408478462468
5936,yes,Somewhat disagree,37,1.30057364748
5937,yes,Strongly agree,57,0.865476690988
5938,yes,Strongly disagree,54,0.269623206358
5939,yes,Neutral,54,0.358242228273
5940,yes,Strongly agree,34,0.796225068249
5941,yes,Somewhat agree,40,0.247451047065
5942,yes,Strongly agree,48,0.386941251038
5943,yes,Somewhat disagree,77,3.45333768159
5944,yes,Strongly agree,65,2.27870231
5945,yes,Strongly disagree,26,0.212703860958
5946,no,Strongly agree,32,1.19940831495
5947,no,Strongly agree,75,4.96360964219
5948,yes,Somewhat disagree,29,0.891239049466
5949,yes,Somewhat disagree,60,0.232780715082
5950,yes,Strongly agree,49,0.702486142948
5951,no,Somewhat agree,71,1.50285854852
5952,no,Somewhat agree,65,0.621446279753
5953,yes,Somewhat agree,60,0.628871508326
5954,yes,Neutral,35,0.350110094149
5955,yes,Strongly disagree,30,0.940827605896
5956,yes,Somewhat agree,62,0.221676818986
5957,yes,Somewhat agree,36,1.03316804154
5958,yes,Strongly disagree,78,0.526497885714
5959,no,Strongly agree,58,0.441536373157
5960,yes,Somewhat agree,52,1.58265475631
5961,yes,Strongly disagree,51,0.518814609291
5962,yes,Strongly agree,39,0.195078739752
5963,yes,Neutral,62,1.99276410132
5964,yes,Somewhat disagree,55,0.45178553025
5965,no,Strongly agree,36,1.55023375985
5966,no,Somewhat agree,60,1.99413122448
5967,no,Strongly agree,35,0.822680583228
5968,no,Strongly agree,76,0.0572519834619
5969,no,Somewhat agree,31,0.361158978506
5970,yes,Somewhat disagree,26,0.422828541371
5971,no,Somewhat agree,19,0.150061683848
5972,yes,Strongly agree,57,0.169997640235
5973,yes,Strongly disagree,37,1.24549463087
5974,yes,Somewhat agree,46,0.746780023822
5976,yes,Somewhat agree,34,0.212592247838
5977,yes,Strongly agree,40,0.676459357499
5978,yes,Somewhat agree,40,0.364277428841
5979,yes,Strongly agree,59,0.600668322289
5980,yes,Somewhat agree,32,0.530998622578
5981,yes,Strongly agree,33,0.64685946687
5982,yes,Somewhat agree,47,0.81954100282
5983,yes,Strongly agree,45,2.68024484983
5984,yes,Somewhat agree,20,4.43499692831
5986,yes,Neutral,46,0.13406415653
5987,no,Somewhat agree,65,0.3703129513
5988,yes,Strongly agree,61,0.113286784246
5989,yes,Strongly disagree,39,0.206068477768
5990,no,Neutral,48,5.90363413826
5991,no,Somewhat agree,76,0.401993524921
5992,yes,Strongly agree,63,0.553406311704
5993,no,Somewhat agree,80,0.151087128936
5994,no,Strongly agree,20,0.846824726456
5995,yes,Neutral,24,0.474745740458
5996,yes,Strongly agree,31,0.41990124043
5997,no,Somewhat agree,77,1.02339132758
5998,yes,Somewhat agree,55,0.0506407927418
5999,yes,Somewhat disagree,42,2.65830134697
6000,yes,Strongly disagree,22,0.883456028014
6001,yes,Somewhat agree,44,0.22500934788
6002,no,Neutral,24,0.102610083467
6003,yes,Somewhat disagree,37,0.416958085017
6004,no,Neutral,52,0.220859781542
6005,no,Strongly agree,62,2.10882290665
6006,yes,Neutral,20,0.657813448382
6007,yes,Somewhat agree,40,3.7007164307
6008,yes,Somewhat disagree,26,0.807341420391
6009,no,Strongly agree,56,3.85246012867
6010,no,Somewhat disagree,39,0.628096949071
6011,yes,Strongly agree,44,1.14488388716
6012,yes,Somewhat disagree,58,0.248196478197
6013,no,Somewhat disagree,20,2.42275789262
6014,yes,Somewhat disagree,58,1.08210135373
6015,no,Strongly disagree,55,0.306537568182
6016,yes,Somewhat disagree,42,1.6357883276
6017,yes,Strongly agree,35,0.197965905207
6018,yes,Neutral,49,0.326086647264
6019,yes,Somewhat disagree,52,2.04572014291
6020,yes,Somewhat disagree,48,1.02251316975
6021,yes,Somewhat agree,41,0.90037334497
6022,yes,Strongly agree,29,0.234314987158
6023,no,Neutral,31,0.301942071045
6024,yes,Strongly disagree,31,1.63357806563
6025,yes,Strongly agree,52,0.484659155567
6026,no,Somewhat disagree,30,0.10622396093
6027,yes,Strongly agree,20,0.347884411596
6028,yes,Somewhat disagree,59,0.393741006287
6029,yes,Strongly disagree,27,1.76474524887
6030,yes,Strongly agree,30,0.334006388047
6031,yes,Somewhat agree,24,0.391837629794
6032,no,Somewhat agree,62,2.05397331281
6033,yes,Somewhat disagree,27,0.712682254261
6034,yes,Somewhat agree,56,0.78886138627
6035,yes,Strongly agree,34,0.254974987982
6036,yes,Somewhat agree,48,0.961755622195
6037,yes,Somewhat agree,49,0.560025291232
6038,yes,Somewhat agree,66,0.52381029893
6039,yes,Somewhat disagree,50,0.961755622195
6040,yes,Somewhat agree,30,2.16238756159
6041,yes,Somewhat agree,19,0.947272904834
6042,no,Somewhat agree,39,0.233898258317
6043,yes,Neutral,60,0.350875393237
6044,yes,Somewhat agree,47,0.470239295155
6045,yes,Somewhat agree,68,0.198260832094
6046,yes,Strongly agree,65,3.12221195608
6047,no,Strongly agree,59,1.69385552412
6048,yes,Strongly agree,50,0.177462976115
6049,no,Strongly agree,45,0.107197436555
6050,no,Strongly agree,64,0.387536621596
6051,no,Strongly agree,53,0.442270111875
6052,no,Neutral,57,0.724964407818
6053,yes,Somewhat agree,34,2.10761807883
6054,yes,Strongly agree,68,0.161694245433
6055,yes,Strongly disagree,32,0.168052229109
6056,yes,Neutral,33,0.549820234494
6057,no,Somewhat agree,71,0.35462828655
6058,yes,Somewhat disagree,26,0.334192359566
6059,yes,Neutral,42,1.03554413891
6060,yes,Somewhat agree,36,3.09708912089
6061,yes,Somewhat disagree,18,4.48139575855
6062,yes,Strongly agree,46,0.637478325386
6063,yes,Somewhat agree,48,1.07184274504
6064,yes,Somewhat disagree,35,0.374339835607
6065,yes,Strongly agree,44,0.958649067631
6066,yes,Neutral,58,1.02430087388
6067,yes,Strongly agree,23,1.40511805342
6068,no,Somewhat agree,60,0.0961149114716
6069,no,Neutral,58,0.702002299731
6070,yes,Neutral,60,0.890123031833
6071,no,Somewhat agree,39,1.82269346608
6072,yes,Somewhat agree,45,0.288935884016
6073,yes,Somewhat disagree,39,0.366539115212
6074,yes,Somewhat agree,54,0.488996504549
6075,no,Somewhat disagree,63,1.29732515712
6076,yes,Strongly agree,60,0.461569135515
6077,yes,Somewhat agree,36,0.72737123323
6078,no,Somewhat agree,86,0.821762873327
6079,no,Strongly agree,73,0.385719461566
6080,yes,Strongly agree,48,0.693052442376
6081,yes,Somewhat agree,34,1.44826707149
6082,yes,Strongly agree,51,0.410840415865
6083,yes,Strongly agree,22,0.761053050656
6084,no,Neutral,19,1.01722610939
6085,no,Somewhat agree,37,3.85614673673
6086,no,Somewhat agree,18,14.681731518
6087,no,Somewhat agree,40,2.36160011086
6088,no,Somewhat agree,58,0.398531533722
6089,no,Somewhat disagree,73,0.141956908118
6090,yes,Somewhat disagree,48,0.643855231795
6091,no,Neutral,43,0.417090553075
6092,yes,Neutral,61,1.34362522996
6093,yes,Somewhat agree,43,1.19388308246
6094,no,Somewhat agree,23,0.670582193776
6095,yes,Somewhat agree,50,0.767673428446
6096,yes,Strongly disagree,29,0.411740324761
6097,no,Somewhat agree,52,3.01461989056
6098,yes,Strongly agree,30,1.70485851164
6099,yes,Strongly agree,59,0.874394861161
6100,yes,Strongly agree,59,0.458130072517
6101,no,Strongly agree,63,0.0766958353297
6102,yes,Somewhat disagree,62,0.17097143704
6103,no,Neutral,90,0.416469459673
6104,yes,Strongly agree,46,0.287793523944
6105,no,Neutral,21,7.93482193726
6106,yes,Somewhat disagree,36,0.232274487739
6107,yes,Somewhat disagree,46,0.915767491675
6108,yes,Somewhat agree,76,0.79945044525
6109,yes,Somewhat agree,44,1.05873227169
6110,no,Somewhat disagree,45,0.650356149688
6111,yes,Somewhat agree,53,0.0707329513124
6112,yes,Somewhat disagree,27,0.568766743217
6113,yes,Strongly disagree,23,0.0557011373753
6114,yes,Somewhat agree,54,2.97657581451
6115,no,Strongly agree,38,0.435184399118
6116,yes,Neutral,67,1.58931746811
6118,yes,Neutral,24,0.167887603439
6119,yes,Strongly disagree,27,0.253669366637
6120,yes,Strongly agree,59,0.680017749748
6121,yes,Somewhat agree,46,0.845322985906
6122,yes,Strongly agree,38,0.364277428841
6123,yes,Somewhat disagree,38,2.27446541486
6124,yes,Strongly disagree,60,0.174276045764
6125,no,Somewhat disagree,52,1.91019724955
6126,yes,Somewhat disagree,58,1.13711522279
6127,yes,Neutral,44,1.43985573319
6128,no,Somewhat agree,58,1.13330437503
6129,yes,Somewhat disagree,18,4.23847311335
6130,yes,Somewhat disagree,42,0.354591221923
6131,yes,Neutral,42,0.82853671583
6132,no,Neutral,34,1.50848881276
6133,no,Somewhat agree,63,0.482917448912
6134,yes,Somewhat agree,55,0.0506407927418
6135,yes,Neutral,19,3.68750850708
6136,yes,Somewhat disagree,29,2.64556652875
6137,yes,Somewhat agree,66,0.461569135515
6138,yes,Somewhat agree,30,0.452538870188
6139,yes,Somewhat agree,20,0.764051697893
6140,yes,Strongly disagree,20,1.72692915911
6141,no,Somewhat disagree,33,1.92065765253
6142,yes,Neutral,60,1.18086337545
6143,yes,Neutral,37,0.54413546013
6144,yes,Neutral,30,1.1342125652
6145,no,Strongly agree,52,2.65167431164
6146,yes,Somewhat disagree,34,0.488961612139
6147,yes,Somewhat agree,46,8.21455783123
6148,yes,Somewhat agree,44,0.400186455668
6149,yes,Somewhat agree,35,0.998012874853
6150,yes,Somewhat agree,41,0.760924248276
6151,no,Somewhat disagree,57,0.930342421827
6152,yes,Somewhat disagree,38,0.993355178353
6153,yes,Somewhat agree,61,1.29520129482
6154,no,Strongly agree,54,2.16144206544
6155,yes,Somewhat disagree,59,0.627815815992
6156,yes,Somewhat disagree,40,1.19388308246
6157,yes,Neutral,66,0.799333859667
6158,yes,Somewhat disagree,40,0.165525873299
6159,yes,Neutral,27,0.519060796928
6160,no,Strongly agree,72,0.261037461268
6161,yes,Neutral,43,4.12410126725
6162,no,Strongly agree,68,0.943799500852
6163,no,Somewhat agree,54,0.300078536881
6164,yes,Strongly agree,36,1.6357883276
6165,no,Somewhat agree,79,0.120605823141
6166,yes,Somewhat disagree,54,0.41877164397
6167,no,Strongly agree,69,0.853574512932
6168,no,Neutral,55,0.997473339979
6169,no,Strongly agree,75,0.487297735513
6170,yes,Somewhat agree,45,1.26660021721
6171,no,Strongly agree,74,0.387856715625
6172,yes,Strongly agree,38,0.582482395939
6173,no,Strongly disagree,51,0.327538332488
6174,yes,Somewhat agree,27,1.09389568772
6175,yes,Strongly agree,31,1.69437773815
6177,yes,Somewhat agree,28,1.86597736414
6178,yes,Strongly disagree,45,1.29341505828
6179,no,Strongly agree,69,1.06528245123
6180,no,Strongly agree,18,2.97877073665
6181,no,Somewhat agree,29,0.0379652742206
6182,yes,Somewhat agree,45,1.11175405025
6183,yes,Strongly disagree,52,0.560025291232
6184,no,Somewhat agree,63,0.13378579248
6185,no,Strongly agree,72,0.551460807026
6186,yes,Somewhat agree,36,0.547481278357
6187,no,Somewhat disagree,77,0.646719772578
6188,yes,Neutral,34,0.419178894499
6189,no,Strongly disagree,19,0.0554004768388
6190,no,Neutral,63,0.0532176728545
6191,yes,Somewhat agree,40,0.288546442169
6192,yes,Somewhat agree,36,0.144306688347
6194,yes,Somewhat disagree,29,0.886381642215
6195,yes,Strongly disagree,61,0.0776718646882
6196,no,Somewhat agree,71,0.0412512981238
6197,no,Strongly agree,31,0.202694518442
6198,no,Strongly agree,88,0.0302249906853
6199,yes,Strongly disagree,39,0.251226696351
6200,no,Strongly agree,73,0.022840348649
6201,yes,Strongly agree,67,0.0546302822232
6204,yes,Strongly agree,73,0.0546302822232
6205,yes,Somewhat agree,31,1.91278398554
6206,yes,Somewhat agree,29,0.199451636384
6207,yes,Somewhat disagree,54,0.113068112601
6208,yes,Somewhat agree,61,0.0412267305774
6209,yes,Neutral,50,0.113927511273
6210,no,Somewhat agree,76,0.0836836922941
6211,yes,Somewhat agree,68,0.0261960657999
6212,yes,Strongly disagree,46,0.0757755111035
6213,no,Neutral,41,0.0874986992325
6214,yes,Somewhat agree,35,1.28966693685
6215,yes,Somewhat disagree,51,0.0757755111035
6216,no,Strongly agree,66,0.141956908118
6217,no,Somewhat agree,54,0.400991714069
6218,no,Somewhat agree,75,0.0724733527818
6219,yes,Somewhat agree,61,0.0201573543349
6220,no,Somewhat agree,67,0.110706528185
6221,yes,Somewhat agree,35,0.0886182862036
6222,no,Somewhat agree,63,0.0498430097171
6223,no,Somewhat agree,82,0.0356917851663
6224,yes,Neutral,80,0.0328358837745
6225,yes,Neutral,55,1.33697751087
6226,yes,Strongly agree,56,0.659192157331
6227,yes,Somewhat agree,65,0.0546302822232
6230,no,Strongly agree,40,0.530090181898
6231,no,Strongly agree,51,1.85229929992
6232,no,Somewhat disagree,50,0.169110619857
6233,no,Strongly agree,71,0.0557668110555
6234,no,Somewhat agree,40,1.65602872715
6235,no,Strongly disagree,68,1.81736929325
6236,yes,Somewhat agree,58,0.179492355264
6237,yes,Somewhat disagree,48,1.24606273651
6238,yes,Strongly disagree,53,0.0856141209153
6239,no,Strongly agree,48,0.330817781951
6240,yes,Somewhat agree,59,0.254371386694
6241,no,Strongly agree,70,0.475646019248
6242,no,Strongly agree,55,0.194336313962
6243,no,Somewhat disagree,55,0.4910376069
6245,yes,Somewhat disagree,49,0.587641636367
6246,yes,Neutral,58,0.206165259484
6247,yes,Strongly agree,50,0.301855200845
6248,yes,Strongly disagree,53,0.719696442482
6249,no,Strongly disagree,71,1.05589688312
6250,no,Somewhat agree,31,2.48746331829
6251,yes,Somewhat agree,23,0.367007911041
6253,yes,Strongly disagree,23,0.886381642215
6254,yes,Somewhat disagree,25,0.160135153707
6255,yes,Somewhat agree,39,0.159401568982
6256,yes,Strongly disagree,63,0.0563489086569
6257,yes,Strongly agree,75,0.217471743903
6259,no,Neutral,21,1.60997735531
6260,yes,Somewhat agree,67,2.78307607895
6261,yes,Strongly disagree,37,0.119949276621
6262,no,Somewhat disagree,78,0.579191964218
6263,no,Strongly agree,84,1.02528295808
6264,yes,Somewhat disagree,35,0.772179044882
6265,yes,Strongly agree,27,0.87582703383
6266,no,Strongly agree,64,0.0760904515926
6267,no,Neutral,49,0.924952977568
6268,yes,Somewhat agree,54,1.65432653057
6269,yes,Strongly disagree,71,1.05172759628
6270,no,Somewhat agree,65,5.80402220761
6271,no,Somewhat disagree,20,2.06038897884
6272,yes,Strongly disagree,36,0.341426463115
6273,no,Neutral,71,0.0785998361752
6274,yes,Neutral,31,2.4666030045
6275,yes,Somewhat disagree,36,3.81305045429
6276,no,Somewhat agree,71,0.0502986234404
6277,yes,Strongly agree,29,0.503127214888
6278,yes,Somewhat disagree,28,0.886163655391
6279,no,Strongly agree,31,2.11937973509
6280,yes,Strongly agree,55,0.159463779281
6281,yes,Somewhat agree,34,0.223529154932
6282,yes,Somewhat disagree,57,3.18894255789
6283,yes,Strongly agree,47,0.802590097925
6284,yes,Strongly agree,45,0.502722867936
6285,no,Strongly agree,52,0.195982634732
6286,yes,Somewhat disagree,60,0.350875393237
6287,yes,Somewhat agree,72,1.06036528234
6288,yes,Somewhat disagree,45,2.17622491145
6289,yes,Strongly agree,65,5.82063943852
6290,yes,Neutral,48,0.961755622195
6291,no,Strongly agree,26,0.0605535992469
6292,yes,Somewhat disagree,43,1.45140279248
6293,yes,Somewhat agree,38,0.346503961229
6294,yes,Neutral,57,10.06869884
6295,no,Somewhat agree,53,3.64361986909
6296,yes,Strongly disagree,22,0.258117248757
6297,no,Strongly agree,49,1.78670319126
6298,no,Strongly agree,73,0.128040836395
6299,yes,Somewhat disagree,32,0.237628739798
6300,yes,Strongly disagree,57,0.130851452177
6302,yes,Neutral,42,0.0976525307237
6303,no,Neutral,48,0.116074351011
6304,no,Strongly agree,52,1.97549953597
6305,no,Somewhat disagree,39,0.631342965208
6306,no,Strongly agree,80,0.176627317432
6307,yes,Somewhat agree,72,2.27348642743
6308,yes,Somewhat agree,78,0.0261960657999
6309,no,Strongly agree,52,0.231612107234
6310,no,Strongly agree,77,0.0513843472289
6311,yes,Strongly disagree,32,0.204785654508
6312,no,Neutral,90,0.072720825241
6313,no,Somewhat agree,65,0.654019655277
6314,no,Somewhat disagree,34,3.25990269399
6315,no,Strongly agree,22,1.09385311827
6316,yes,Somewhat agree,65,0.122902738225
6317,no,Somewhat disagree,20,2.536760288
6318,yes,Strongly agree,69,0.684996016432
6319,yes,Strongly agree,60,0.774675589431
6320,yes,Somewhat agree,64,0.329755104595
6322,no,Neutral,22,6.43240818721
6323,yes,Neutral,49,0.545273690068
6325,no,Somewhat disagree,44,0.341493119764
6326,yes,Strongly agree,28,0.204166270803
6327,yes,Strongly disagree,49,0.106644540097
6328,yes,Somewhat agree,45,0.386941251038
6329,yes,Somewhat agree,40,0.119723805817
6330,no,Strongly agree,63,0.0508168353466
6331,no,Strongly disagree,64,0.0325283040162
6332,no,Strongly agree,84,0.2933642451
6333,yes,Strongly agree,35,0.411080526307
6334,yes,Strongly disagree,21,0.179602911741
6335,yes,Somewhat agree,20,4.03751698648
6336,no,Somewhat agree,23,0.563687496847
6337,no,Strongly agree,60,0.776371270337
6338,yes,Somewhat disagree,61,0.391809100444
6339,no,Strongly agree,24,0.405341110452
6340,yes,Somewhat agree,46,0.560994381409
6341,yes,Strongly agree,38,0.712479586983
6342,yes,Somewhat agree,23,0.663059038091
6343,no,Strongly agree,71,0.274051009277
6344,yes,Somewhat agree,63,0.133417167258
6345,yes,Strongly agree,40,0.286549744571
6346,yes,Somewhat agree,72,0.650281054689
6347,yes,Strongly agree,50,0.824543931014
6348,yes,Somewhat agree,46,0.0878894344984
6349,no,Strongly agree,66,1.17657693138
6350,no,Somewhat agree,65,0.531815989989
6351,yes,Somewhat agree,51,0.702486142948
6352,yes,Neutral,28,2.49061925002
6353,yes,Strongly agree,53,0.651371139124
6354,yes,Somewhat agree,32,0.109475428344
6355,yes,Neutral,39,1.52268141895
6356,no,Strongly disagree,52,0.626094798133
6357,yes,Strongly disagree,47,0.0849119149896
6359,yes,Strongly agree,29,0.283451519691
6361,yes,Somewhat agree,41,0.234328997991
6362,yes,Neutral,25,0.57955346641
6363,no,Somewhat agree,21,0.412448686002
6365,yes,Strongly agree,59,0.468761792652
6366,yes,Strongly agree,38,0.793361471639
6367,no,Neutral,42,0.646871896826
6368,no,Somewhat agree,71,1.22784503355
6369,no,Somewhat agree,22,0.0644807219556
6370,no,Strongly agree,21,0.613224827137
6371,no,Strongly agree,50,1.61372533168
6372,yes,Strongly agree,23,1.17307478898
6373,yes,Somewhat agree,26,0.933453165344
6374,no,Neutral,20,1.57908573594
6375,yes,Strongly agree,68,1.25808459921
6376,yes,Somewhat disagree,63,0.106779622731
6377,yes,Somewhat agree,65,0.879221537709
6378,no,Strongly agree,69,1.54825419714
6379,yes,Strongly agree,59,2.28935264531
6380,yes,Neutral,69,0.263941286034
6381,yes,Somewhat agree,44,0.402140928377
6382,yes,Strongly agree,60,0.221676818986
6383,yes,Neutral,30,0.217302927984
6384,yes,Strongly agree,22,1.7856748662
6385,yes,Strongly agree,31,0.380636281713
6386,no,Somewhat agree,19,1.59707042233
6387,yes,Somewhat disagree,52,0.0707329513124
6388,yes,Strongly agree,69,0.122902738225
6389,no,Strongly agree,44,0.583963861355
6390,no,Somewhat disagree,21,6.61640327787
6391,no,Strongly agree,84,0.0502986234404
6392,no,Strongly agree,52,0.26070899292
6393,yes,Somewhat agree,24,1.72397281045
6394,yes,Somewhat disagree,42,5.73585250387
6396,yes,Strongly agree,22,0.333154892799
6397,yes,Somewhat disagree,21,0.36265739006
6398,yes,Somewhat disagree,38,5.12983788427
6399,yes,Somewhat disagree,48,0.915767491675
6400,yes,Strongly disagree,30,6.82356053546
6401,yes,Neutral,52,1.00465332505
6402,no,Strongly agree,33,0.301942071045
6403,yes,Neutral,59,2.43678201821
6404,yes,Somewhat disagree,71,0.580760858532
6405,no,Strongly agree,35,0.359542226657
6406,no,Somewhat disagree,20,0.443655028758
6407,yes,Neutral,19,0.303436890816
6408,yes,Somewhat disagree,38,0.394425229796
6409,yes,Somewhat agree,36,0.281348192594
6411,yes,Somewhat agree,22,0.192772716117
6412,yes,Strongly disagree,55,0.423814167563
6413,yes,Neutral,38,0.0768352399848
6414,yes,Somewhat disagree,22,0.313423570264
6415,no,Strongly agree,61,0.160520216632
6416,no,Strongly disagree,29,1.69394907853
6417,yes,Neutral,34,0.480535517651
6418,yes,Strongly agree,26,0.0812666721645
6419,no,Somewhat agree,33,1.12402171303
6420,yes,Somewhat agree,25,0.613159399884
6421,yes,Somewhat agree,22,0.382599542233
6422,no,Somewhat agree,55,0.776608068621
6423,no,Strongly agree,20,0.373230247352
6424,no,Somewhat agree,35,0.992456266779
6425,no,Strongly agree,70,0.564792311046
6426,no,Strongly agree,19,2.06038897884
6427,yes,Somewhat agree,24,1.12174571097
6428,no,Somewhat agree,65,0.689260501489
6429,yes,Somewhat disagree,36,0.656520281458
6430,yes,Neutral,32,0.490519966837
6431,no,Neutral,67,0.146080269873
6432,yes,Somewhat agree,57,2.72045577499
6433,no,Somewhat agree,45,0.0983997976165
6434,yes,Strongly disagree,71,0.30246230047
6435,yes,Neutral,22,3.47165901935
6436,no,Neutral,69,0.311172320233
6437,yes,Strongly agree,45,0.767673428446
6438,yes,Somewhat agree,52,0.972828518853
6439,yes,Somewhat agree,50,2.58115531045
6440,yes,Strongly agree,43,10.6754496838
6441,yes,Somewhat disagree,42,1.28744311481
6442,yes,Neutral,46,0.663486150517
6443,yes,Somewhat agree,36,2.7149578549
6444,yes,Somewhat agree,49,0.550570289733
6445,yes,Neutral,24,0.730098616944
6446,yes,Strongly disagree,41,2.98507670644
6447,yes,Strongly disagree,53,1.52031189463
6448,no,Somewhat agree,51,0.948430025383
6449,yes,Somewhat disagree,53,0.347687010998
6450,yes,Strongly agree,43,0.484503069298
6451,yes,Strongly agree,39,1.0820801816
6452,no,Strongly disagree,46,1.20548379403
6453,yes,Strongly disagree,34,1.17296813978
6454,yes,Strongly agree,35,3.00773828804
6455,yes,Somewhat disagree,32,0.879418589605
6456,no,Somewhat agree,22,0.494309202564
6457,yes,Neutral,35,0.204441810915
6458,yes,Somewhat agree,24,1.78852487695
6459,no,Somewhat agree,73,1.28817208399
6460,yes,Somewhat agree,60,0.293550578045
6461,no,Somewhat agree,18,1.80066514709
6462,no,Strongly agree,43,1.32979594652
6463,no,Somewhat disagree,73,0.574799767403
6464,yes,Neutral,28,0.103218138944
6465,no,Strongly agree,73,1.00662043544
6466,yes,Strongly agree,59,1.0095832045
6467,yes,Strongly agree,65,0.263941286034
6469,no,Somewhat agree,33,0.349861841318
6470,yes,Strongly disagree,30,0.649838395177
6471,yes,Strongly agree,38,1.56791497813
6472,no,Somewhat disagree,30,0.699696804872
6473,no,Strongly agree,53,1.77445648949
6474,yes,Somewhat agree,36,1.6229003551
6475,yes,Neutral,34,0.377742461354
6476,yes,Strongly disagree,31,0.367590141676
6477,no,Neutral,22,0.626002934382
6478,yes,Strongly agree,42,0.431379553447
6479,no,Somewhat disagree,71,1.42238085497
6480,yes,Neutral,27,0.224886507859
6481,yes,Somewhat disagree,34,0.514499493388
6482,yes,Somewhat agree,33,0.514499493388
6483,yes,Somewhat agree,51,2.56150559765
6484,yes,Strongly agree,41,0.914559221875
6485,no,Strongly agree,23,3.05511795479
6486,no,Neutral,22,0.324217145803
6487,no,Strongly disagree,18,1.11484187037
6488,yes,Strongly agree,27,0.700677709957
6489,no,Strongly agree,70,3.94782780515
6490,yes,Strongly agree,59,0.337074227597
6491,yes,Strongly agree,22,0.742635667417
6492,yes,Somewhat disagree,39,2.14964399645
6493,yes,Strongly disagree,55,1.16535823467
6495,yes,Somewhat disagree,51,0.650000979944
6496,yes,Strongly agree,51,0.159895958419
6497,yes,Somewhat agree,45,13.3503647406
6498,yes,Somewhat disagree,40,0.890581526255
6499,no,Strongly agree,49,0.523802989651
