resp_id,worker_pre,att_covid_selfsevere,age,weight_main
2046,no,Strongly agree,74,0.0679977105529
2047,yes,Neutral,51,0.0474035111601
2048,yes,Strongly disagree,35,0.498453609942
2049,no,Somewhat agree,84,0.0836836922941
2050,no,Somewhat agree,80,0.0463346560027
2052,yes,Strongly agree,67,0.041192772854
2054,no,Strongly agree,71,0.0463346560027
2055,no,Strongly disagree,74,0.148634683336
2056,yes,Strongly agree,50,0.205761208126
2057,no,Neutral,65,0.0463346560027
2058,yes,Somewhat agree,39,0.175366660713
2059,yes,Strongly agree,33,0.223873149793
2060,no,Strongly agree,78,0.0557668110555
2061,yes,Strongly agree,61,0.0786495093448
2062,yes,Somewhat disagree,67,0.0302481315625
2064,no,Seen but unanswered,79,0.0667065556312
2065,yes,Neutral,55,0.0615845600027
2066,yes,Somewhat agree,62,1.18894657846
2067,no,Somewhat agree,73,0.0349376368255
2068,yes,Strongly disagree,32,0.176865191583
2069,yes,Somewhat agree,48,0.113927511273
2070,yes,Strongly agree,53,0.0566888344344
2071,yes,Somewhat agree,29,0.51079589697
2072,no,Neutral,73,0.218840847257
2073,yes,Somewhat disagree,33,0.295979008362
2074,no,Strongly agree,68,0.0836836922941
2075,yes,Somewhat disagree,29,0.118972666881
2076,yes,Neutral,54,0.153979397696
2077,no,Neutral,85,0.436278714411
2078,no,Neutral,81,0.0724733527818
2079,no,Somewhat agree,72,0.0836836922941
2080,no,Strongly agree,78,0.173447320811
2081,yes,Neutral,73,0.229164561679
2082,no,Somewhat agree,71,0.0502986234404
2083,yes,Somewhat agree,34,0.125790423017
2084,no,Neutral,73,0.0836836922941
2086,yes,Strongly disagree,48,1.38705247211
2087,no,Neutral,64,0.146052352634
2088,yes,Strongly disagree,65,0.704633407471
2089,yes,Somewhat disagree,51,0.155149751448
2090,no,Strongly agree,64,0.339568840411
2091,yes,Somewhat agree,63,0.216756265436
2092,no,Strongly agree,79,0.0502986234404
2093,no,Somewhat disagree,72,0.0502986234404
2095,no,Strongly agree,65,0.0961149114716
2096,no,Strongly agree,78,0.0732212071446
2097,yes,Strongly agree,70,0.0239955181972
2098,yes,Somewhat agree,71,0.0347414939232
2100,yes,Somewhat disagree,57,0.839931218015
2101,yes,Strongly agree,70,0.0727765018069
2102,yes,Strongly disagree,63,0.171665428765
2103,no,Neutral,89,0.235659981821
2104,no,Somewhat disagree,87,0.484284973701
2105,no,Somewhat agree,77,0.0349376368255
2106,yes,Somewhat agree,60,0.980482512615
2108,yes,Strongly agree,42,0.305367211456
2109,no,Somewhat agree,69,0.0836836922941
2110,yes,Somewhat disagree,54,0.0707329513124
2111,yes,Strongly agree,43,0.134985058883
2112,no,Somewhat agree,72,0.0836836922941
2113,yes,Strongly disagree,36,0.410344341716
2114,no,Somewhat agree,61,0.0412512981238
2115,yes,Somewhat agree,47,0.148424998354
2116,yes,Strongly agree,62,0.0302481315625
2117,yes,Somewhat agree,40,0.120097434276
2118,yes,Neutral,55,0.0707329513124
2120,yes,Somewhat agree,63,0.035636387831000003
2122,yes,Somewhat agree,34,0.212261219365
2123,yes,Somewhat agree,50,0.100945417016
2124,yes,Strongly disagree,60,0.0511379670981
2127,yes,Somewhat agree,76,0.533451549473
2128,yes,Neutral,63,0.0261960657999
2129,no,Somewhat agree,86,0.0785998361752
2130,yes,Neutral,56,0.0506407927418
2131,no,Strongly disagree,58,0.0913909114928
2132,yes,Neutral,26,1.53201314329
2133,no,Strongly agree,73,0.0463346560027
2134,no,Somewhat disagree,60,1.43688456183
2135,yes,Strongly agree,29,0.276335859373
2136,yes,Neutral,44,0.101782539701
2137,no,Strongly disagree,70,0.228949814506
2138,no,Strongly agree,90,0.063099863079
2139,no,Somewhat agree,79,0.063099863079
2140,yes,Somewhat disagree,64,0.185893788046
2141,yes,Somewhat disagree,66,0.325918878218
2142,yes,Strongly agree,50,0.0707329513124
2143,yes,Somewhat disagree,24,1.71029475863
2144,yes,Somewhat disagree,57,0.104469024802
2145,no,Strongly agree,71,0.0785998361752
2146,no,Strongly agree,89,0.0247883543578
2149,no,Strongly agree,72,0.0463346560027
2151,yes,Strongly disagree,50,0.136855975671
2152,yes,Somewhat agree,20,0.309277671909
2153,yes,Neutral,60,0.133417167258
2154,yes,Somewhat agree,63,0.704633407471
2155,no,Somewhat agree,49,1.87077008231
2156,no,Strongly agree,86,0.122808713337
2157,yes,Somewhat agree,70,0.0546302822232
2158,no,Somewhat disagree,72,0.111480412248
2159,yes,Somewhat disagree,43,0.0940667019578
2160,no,Strongly agree,71,0.0836836922941
2161,yes,Somewhat agree,64,0.0347414939232
2162,yes,Somewhat disagree,69,0.358541630994
2163,yes,Somewhat disagree,33,0.209485614685
2164,no,Neutral,78,0.0902758481199
2165,no,Strongly agree,66,0.216893793095
2166,no,Strongly agree,84,0.31785069825
2167,yes,Strongly agree,70,0.295997295846
2168,yes,Somewhat agree,28,2.11250715702
2170,yes,Seen but unanswered,56,1.23454204257
2171,no,Strongly agree,73,0.0532176728545
2172,no,Somewhat agree,64,0.638863829169
2173,yes,Somewhat disagree,21,0.725569345797
2174,yes,Somewhat agree,19,0.735126438455
2176,no,Strongly agree,67,0.141956908118
2177,no,Strongly disagree,65,0.0881352621344
2178,no,Somewhat disagree,90,0.224279723741
2179,yes,Strongly disagree,43,3.54601853295
2180,yes,Strongly disagree,62,1.09842770001
2183,yes,Somewhat disagree,51,0.307887374325
2184,yes,Strongly agree,57,0.0710504927802
2186,no,Strongly disagree,70,0.0836836922941
2187,yes,Somewhat agree,57,0.0796886051901
2188,no,Neutral,70,0.0724733527818
2189,yes,Neutral,61,0.0379556173929
2190,yes,Somewhat disagree,56,0.0533346392903
2192,no,Somewhat agree,72,0.0961149114716
2194,yes,Somewhat agree,52,0.0261334929158
2195,yes,Neutral,31,0.238819346776
2196,yes,Somewhat agree,47,0.0474035111601
2198,yes,Somewhat agree,58,0.136855975671
2199,yes,Strongly agree,53,0.138318252227
2200,yes,Strongly agree,56,0.307887374325
2201,yes,Neutral,78,0.138668405131
2202,no,Somewhat agree,66,0.162678644359
2203,no,Neutral,78,0.162870188245
2204,yes,Strongly agree,65,0.0228079439095
2205,no,Strongly agree,66,0.248585687306
2206,yes,Strongly agree,65,0.0511379670981
2207,no,Strongly agree,84,0.0391957995878
2208,no,Strongly agree,71,0.0463346560027
2209,yes,Strongly agree,55,0.136855975671
2210,yes,Strongly disagree,59,0.136855975671
2212,no,Strongly agree,75,0.0349376368255
2213,yes,Somewhat disagree,42,0.548464731511
2214,yes,Strongly agree,52,0.464850593928
2216,yes,Somewhat agree,23,0.207270406506
2217,yes,Strongly agree,73,1.74814591341
2219,no,Neutral,77,0.122808713337
2220,no,Somewhat agree,74,0.193214458586
2221,no,Somewhat agree,73,0.141956908118
2222,yes,Strongly disagree,67,2.49015476288
2223,no,Somewhat agree,49,1.00831499561
2224,yes,Somewhat agree,57,0.319951685712
2225,yes,Strongly agree,39,0.870238550533
2226,no,Somewhat disagree,70,0.265312916013
2227,yes,Strongly agree,41,0.676459357499
2228,yes,Somewhat disagree,42,0.333397200657
2229,yes,Strongly agree,57,0.139940381947
2230,yes,Strongly agree,64,0.221676818986
2232,yes,Strongly disagree,58,0.28739869043
2233,yes,Strongly agree,69,0.0473119625532
2235,yes,Somewhat disagree,26,0.0921317211279
2236,yes,Somewhat agree,43,4.01597656354
2237,yes,Strongly agree,41,0.678690590669
2239,no,Somewhat disagree,76,0.387856715625
2240,yes,Somewhat disagree,30,0.664447807873
2241,yes,Strongly agree,47,1.29341505828
2242,no,Somewhat agree,64,0.261183934793
2243,no,Somewhat agree,76,0.063099863079
2244,yes,Somewhat disagree,52,0.0914608822623
2245,no,Strongly agree,63,0.463597716348
2246,no,Somewhat agree,69,0.269113058095
2247,yes,Somewhat disagree,55,0.159129205364
2248,no,Strongly agree,74,0.575749884479
2249,yes,Somewhat agree,59,0.0506407927418
2250,no,Strongly agree,73,0.0308774139356
2251,no,Somewhat disagree,77,0.0401276255678
2252,yes,Neutral,56,0.113927511273
2253,yes,Somewhat agree,64,0.0302481315625
2254,no,Somewhat disagree,70,0.730380042514
2256,yes,Neutral,66,0.868264863912
2257,no,Strongly disagree,72,0.288533596528
2258,yes,Strongly agree,43,0.735195834711
2259,no,Neutral,70,0.0401276255678
2260,no,Somewhat agree,67,0.413590701132
2262,yes,Strongly disagree,53,0.362685408293
2263,yes,Strongly agree,31,0.339393082665
2264,yes,Strongly agree,30,1.0196794424
2265,no,Strongly disagree,42,1.29128708776
2266,yes,Strongly agree,36,0.376003189249
2267,no,Strongly agree,64,12.4964881977
2268,yes,Somewhat agree,54,5.71288402237
2269,yes,Strongly agree,40,1.03947555722
2270,yes,Neutral,57,0.665389898237
2271,yes,Neutral,51,2.33628834889
2272,no,Somewhat agree,66,0.0302249906853
2274,yes,Strongly agree,47,1.91195765143
2275,yes,Neutral,37,0.810897639857
2276,yes,Somewhat agree,37,0.544325730189
2277,yes,Somewhat agree,34,2.21091233464
2278,yes,Somewhat agree,30,1.47649648598
2279,yes,Strongly agree,35,2.47631908784
2280,no,Strongly agree,37,2.66269514459
2281,yes,Somewhat disagree,40,3.02095058594
2282,no,Somewhat agree,21,1.05965215152
2283,yes,Strongly agree,35,1.52976214047
2284,yes,Strongly agree,35,0.611224290424
2285,yes,Strongly agree,55,5.97722171644
2286,yes,Neutral,38,1.71777251555
2287,no,Somewhat agree,34,0.534564000984
2288,no,Strongly disagree,45,0.95317306613
2289,no,Strongly agree,78,0.0836836922941
2291,no,Somewhat agree,68,2.02745448335
2292,no,Neutral,77,0.11839563602
2293,yes,Somewhat agree,35,1.71777251555
2294,yes,Strongly agree,79,1.50962942274
2295,yes,Somewhat disagree,59,3.32985729301
2296,no,Somewhat agree,69,0.26787204898
2297,yes,Somewhat agree,49,1.15801412406
2298,yes,Strongly disagree,39,0.845512803818
2299,yes,Somewhat agree,22,0.561885512886
2301,yes,Somewhat agree,46,0.0581634865503
2302,yes,Strongly agree,61,9.32329967643
2303,no,Neutral,21,3.98389740987
2304,no,Somewhat agree,70,10.9639112324
2305,yes,Strongly agree,53,0.720673469856
2306,yes,Somewhat agree,28,0.872996974561
2307,yes,Somewhat agree,32,0.209485614685
2308,yes,Somewhat agree,33,0.99110741738
2309,yes,Somewhat agree,39,0.222380679991
2310,no,Strongly agree,68,0.777788376331
2311,no,Somewhat disagree,68,2.27436742405
2312,yes,Somewhat agree,32,0.378189840686
2313,no,Strongly agree,63,1.49290362709
2314,no,Somewhat disagree,43,0.402570807368
2315,yes,Strongly agree,36,0.846300914096
2316,yes,Strongly agree,39,2.26062087604
2317,yes,Neutral,55,0.820279422544
2318,yes,Neutral,55,7.97213754647
2319,no,Strongly agree,74,2.81126447207
2321,yes,Somewhat agree,64,1.19729523022
2322,no,Neutral,48,1.72432603026
2323,no,Strongly agree,71,0.60817829448
2326,no,Strongly agree,88,1.27145220439
2327,yes,Somewhat agree,52,1.11175405025
2328,yes,Strongly agree,81,0.234869215254
2330,yes,Neutral,74,0.64603056124
2332,no,Strongly agree,82,2.00959179151
2333,no,Strongly disagree,67,0.594159127304
2334,yes,Somewhat disagree,26,1.55410731908
2335,no,Strongly agree,78,0.816627703098
2337,yes,Strongly agree,72,0.774675589431
2338,yes,Somewhat disagree,45,0.963223430668
2339,no,Somewhat agree,68,1.05127974472
2340,no,Strongly agree,29,0.156290648423
2341,yes,Strongly agree,67,5.53370917523
2342,yes,Somewhat agree,50,0.119585589769
2343,no,Strongly agree,66,0.407035066999
2344,yes,Neutral,32,0.590723916684
2345,yes,Somewhat agree,30,0.350110094149
2346,yes,Strongly agree,65,0.89252261139
2347,no,Strongly agree,86,0.48920027098
2348,no,Somewhat agree,69,0.261183934793
2349,yes,Strongly agree,54,0.521374041298
2350,no,Strongly agree,79,0.48089095797
2351,no,Neutral,82,1.4141721157
2352,yes,Neutral,67,1.70486499857
2353,no,Strongly agree,63,1.0914596807
2354,no,Somewhat agree,73,1.90360401723
2355,yes,Neutral,28,0.420788219467
2356,no,Seen but unanswered,21,0.216800805725
2357,no,Somewhat disagree,87,0.455678807075
2358,yes,Strongly agree,58,0.77301498401
2359,yes,Somewhat agree,27,0.98037369966
2360,yes,Strongly agree,46,1.78515210947
2361,no,Strongly agree,79,0.574799767403
2362,no,Strongly agree,64,0.0349376368255
2363,yes,Neutral,56,5.37462875706
2364,yes,Strongly agree,76,1.19729523022
2365,no,Somewhat disagree,73,0.0795138427422
2366,no,Somewhat agree,74,0.0687884291728
2367,yes,Somewhat disagree,51,0.0777273858099
2368,yes,Somewhat agree,61,0.0546302822232
2369,yes,Strongly disagree,46,0.0571368715254
2370,no,Strongly agree,90,0.182543211639
2371,no,Somewhat agree,81,0.063099863079
2372,no,Neutral,79,0.695174588663
2373,yes,Strongly agree,57,0.0804129896011
2374,no,Strongly agree,78,0.0836836922941
2375,yes,Strongly agree,58,0.0474035111601
2376,yes,Neutral,58,0.949593714434
2377,no,Strongly agree,77,0.122808713337
2378,yes,Somewhat agree,64,0.062745615013
2379,no,Somewhat disagree,86,0.204370922448
2380,no,Somewhat agree,48,0.140921281476
2381,no,Somewhat agree,69,0.0836836922941
2382,no,Somewhat agree,60,0.0961149114716
2383,no,Strongly agree,68,0.0513843472289
2384,no,Strongly agree,89,0.182543211639
2386,yes,Neutral,44,0.603646678939
2387,yes,Neutral,49,0.119155427408
2388,yes,Somewhat agree,58,0.105047403631
2389,yes,Strongly agree,49,0.307887374325
2391,yes,Strongly agree,53,0.216830384105
2392,yes,Strongly agree,35,0.0886182862036
2393,yes,Strongly agree,69,0.0490806657566
2394,no,Somewhat agree,82,0.0836836922941
2397,no,Strongly agree,69,0.063099863079
2398,no,Somewhat agree,69,0.12578085072
2399,no,Strongly agree,83,0.579191964218
2400,no,Strongly agree,58,0.355620552797
2401,no,Strongly agree,67,0.10500702168
2402,yes,Neutral,78,0.0593039472188
2403,yes,Strongly agree,64,0.0546302822232
2404,no,Strongly agree,90,0.840306006934
2405,no,Somewhat agree,74,0.0463346560027
2406,yes,Somewhat agree,60,0.0593039472188
2407,no,Strongly agree,77,0.0391957995878
2408,no,Neutral,74,0.279226404606
2409,yes,Somewhat disagree,49,0.0757755111035
2410,no,Somewhat agree,68,0.119724765269
2411,yes,Strongly agree,76,0.0443901794507
2412,no,Seen but unanswered,55,0.354510828955
2413,no,Strongly agree,82,0.122808713337
2414,yes,Strongly agree,61,0.171665428765
2415,no,Neutral,74,0.401993524921
2416,yes,Strongly agree,62,0.0302481315625
2417,no,Neutral,83,0.107519224423
2418,no,Neutral,81,0.359759531603
2419,no,Strongly agree,71,0.063099863079
2421,no,Somewhat agree,73,0.063099863079
2422,yes,Neutral,57,0.431384022561
2423,no,Strongly agree,81,0.0150744704259
2424,no,Strongly agree,66,0.0647183187639
2425,yes,Somewhat agree,58,1.37767027309
2426,yes,Somewhat disagree,52,0.0992854349921
2427,no,Strongly agree,63,0.163044618163
2428,yes,Somewhat agree,69,0.0228079439095
2429,no,Strongly agree,70,0.0581411275484
2430,no,Strongly agree,55,0.116074351011
2432,no,Somewhat agree,74,1.16854770905
2433,no,Somewhat agree,79,0.0380873275941
2435,no,Somewhat agree,71,0.0302249906853
2436,no,Strongly agree,84,0.122808713337
2437,yes,Somewhat agree,68,0.0787337410114
2438,no,Strongly agree,67,0.0836836922941
2439,no,Strongly agree,86,0.279226404606
2440,yes,Strongly agree,44,0.199366168139
2442,yes,Somewhat disagree,48,0.0707329513124
2444,no,Somewhat agree,77,0.063099863079
2445,no,Strongly agree,75,0.0785998361752
2447,no,Somewhat disagree,67,0.0349376368255
2449,no,Strongly agree,62,0.49881442168
2450,no,Somewhat agree,82,0.329686055127
2451,yes,Somewhat agree,30,0.853040156765
2452,yes,Strongly agree,61,1.1417869227
2453,yes,Somewhat disagree,55,3.41330301348
2454,no,Somewhat agree,67,1.68526461118
2455,yes,Somewhat agree,34,0.237444832463
2456,no,Somewhat agree,30,0.778949717295
2457,no,Strongly agree,64,2.36247506771
2458,no,Somewhat agree,78,0.630626363415
2459,yes,Somewhat disagree,35,1.57304239571
2460,no,Strongly agree,30,2.30557389506
2461,yes,Somewhat disagree,32,0.266129861259
2462,yes,Somewhat agree,32,1.38462069679
2463,yes,Neutral,40,0.649813921784
2464,no,Neutral,25,5.79658694541
2465,yes,Strongly agree,35,2.66081314001
2466,yes,Somewhat agree,44,1.24549463087
2467,yes,Neutral,34,0.826521370986
2468,yes,Strongly agree,57,3.11526897697
2469,yes,Somewhat agree,25,0.518537046863
2470,yes,Neutral,30,0.0601557890147
2471,yes,Somewhat disagree,34,0.514499493388
2472,no,Somewhat agree,24,0.909895569032
2473,yes,Somewhat agree,38,0.219356098894
2474,yes,Strongly agree,38,1.24549463087
2475,no,Somewhat agree,23,0.314840805269
2476,no,Somewhat disagree,65,0.533262343642
2477,yes,Strongly agree,35,1.25918866929
2478,yes,Strongly disagree,30,0.496613700726
2479,yes,Strongly disagree,51,1.3545240695
2480,no,Somewhat agree,78,1.40115588755
2481,yes,Strongly agree,33,1.2708826208
2482,no,Somewhat agree,70,0.905881216251
2483,yes,Neutral,50,0.509426416873
2484,yes,Somewhat agree,61,1.05575806604
2485,yes,Strongly agree,62,0.89252261139
2486,no,Strongly agree,72,1.99691074423
2487,yes,Somewhat agree,74,0.0302481315625
2488,yes,Strongly agree,54,1.41343766302
2489,no,Neutral,70,1.43674549074
2490,yes,Somewhat agree,26,0.80375430037
2491,no,Somewhat agree,47,0.858493066165
2492,yes,Somewhat agree,37,0.755805212869
2493,yes,Strongly agree,32,0.450971024492
2494,no,Neutral,67,1.33943392951
2495,yes,Strongly disagree,68,0.328476983656
2496,yes,Somewhat agree,36,0.589534186909
2497,yes,Somewhat agree,49,0.160634947737
2498,yes,Strongly disagree,29,0.940681984739
2499,yes,Somewhat agree,62,0.24369491059
2500,no,Strongly disagree,75,0.362120552696
2501,yes,Somewhat agree,34,0.316089797325
2502,no,Somewhat agree,71,0.856878604575
2503,no,Somewhat agree,70,0.345997401485
2504,no,Strongly disagree,35,1.82679092464
2505,no,Neutral,22,1.23769332565
2506,no,Somewhat agree,45,0.784934590747
2507,yes,Strongly agree,33,0.38232310256
2508,no,Neutral,72,1.40115588755
2509,yes,Strongly agree,42,2.49596215299
2510,no,Strongly disagree,67,0.240776872811
2511,no,Strongly disagree,76,1.11689863564
2512,yes,Strongly agree,19,1.00499730293
2513,yes,Strongly agree,31,0.300856396215
2514,no,Somewhat agree,35,3.74208674394
2516,yes,Somewhat agree,32,0.204007593935
2517,no,Strongly agree,68,0.525982672826
2518,no,Strongly agree,72,1.40115588755
2519,no,Somewhat agree,59,2.1089893193
2520,yes,Strongly agree,82,2.25862602346
2521,yes,Strongly agree,63,0.33377775027
2522,no,Somewhat agree,80,1.65871450232
2523,yes,Somewhat disagree,35,0.676459357499
2524,yes,Neutral,61,0.656135742501
2525,no,Strongly agree,24,0.285853260713
2526,yes,Somewhat agree,28,1.25882202648
2527,no,Neutral,60,0.30518505964
2528,no,Somewhat agree,67,0.621446279753
2529,yes,Somewhat agree,35,0.514499493388
2530,no,Strongly agree,73,0.985948333456
2531,yes,Strongly agree,43,0.297670614117
2532,yes,Somewhat agree,50,0.762655612141
2533,no,Somewhat agree,57,0.194142055556
2534,yes,Neutral,58,0.0381845853191
2535,no,Strongly agree,70,1.55259932879
2536,yes,Strongly agree,40,0.536487349468
2537,no,Somewhat agree,65,0.768363154717
2538,no,Strongly agree,70,1.60187537728
2539,no,Somewhat agree,66,1.12511235542
2540,yes,Strongly agree,70,0.297595633101
2541,yes,Somewhat agree,57,1.23195820843
2542,yes,Somewhat agree,50,0.952686217881
2543,yes,Strongly agree,23,0.287283696026
2544,no,Neutral,35,1.32248464657
2545,yes,Somewhat agree,37,0.262322035673
2546,no,Neutral,66,1.67347533001
2547,no,Strongly agree,37,0.376964601737
2548,yes,Neutral,34,1.81398718558
2549,yes,Somewhat agree,21,0.451390726759
2550,yes,Strongly agree,65,0.612573473938
2551,yes,Somewhat agree,61,0.849354001886
2552,no,Somewhat agree,62,1.32486720084
2553,no,Somewhat agree,64,0.0502986234404
2554,yes,Strongly agree,33,0.414726092418
2555,no,Neutral,51,0.783638136958
2556,no,Neutral,67,0.477910812695
2557,no,Neutral,68,0.71018533941
2558,no,Strongly disagree,57,0.263578399093
2559,yes,Somewhat agree,32,2.53845503572
2560,no,Strongly agree,67,0.244422181868
2561,yes,Strongly disagree,34,0.412981126019
2562,yes,Somewhat disagree,67,0.513277708563
2563,yes,Strongly agree,65,0.485332724625
2564,no,Neutral,65,0.38120119853
2565,no,Neutral,77,1.52040184867
2566,no,Strongly agree,61,0.333720121625
2567,no,Strongly agree,74,1.47113953336
2568,yes,Strongly agree,41,0.634936062053
2569,no,Somewhat agree,79,0.726660441078
2570,yes,Somewhat agree,26,1.25498185522
2571,no,Neutral,22,1.76199677937
2572,yes,Somewhat agree,75,0.611496960916
2573,no,Somewhat disagree,40,0.439301091498
2574,yes,Somewhat agree,19,2.8634506332
2575,no,Somewhat agree,73,0.0679977105529
2576,no,Somewhat agree,19,3.20449531257
2577,no,Strongly agree,73,0.708635435176
2578,yes,Somewhat agree,40,0.189421608818
2579,no,Somewhat disagree,72,0.411096032533
2580,yes,Somewhat disagree,49,2.01393190343
2581,no,Somewhat disagree,61,3.5661654835
2582,yes,Somewhat disagree,35,0.279437572916
2583,yes,Somewhat agree,32,4.87887950967
2584,yes,Strongly agree,21,3.56220028181
2585,yes,Strongly agree,35,1.24549463087
2586,yes,Somewhat agree,24,0.233007011263
2587,yes,Somewhat agree,67,0.26246187294
2588,yes,Strongly disagree,35,2.92543100603
2589,no,Strongly disagree,25,2.51092557259
2590,yes,Strongly agree,39,0.143308822246
2591,no,Somewhat agree,70,0.896495567423
2592,no,Somewhat disagree,63,3.66217963602
2593,no,Strongly agree,64,0.317188842081
2594,yes,Somewhat agree,50,0.762655612141
2595,yes,Neutral,56,1.03787878102
2596,no,Neutral,73,0.604021050378
2597,no,Strongly agree,68,1.2068484461
2598,yes,Strongly agree,20,1.00641503086
2599,no,Strongly agree,45,1.71515651937
2600,no,Somewhat agree,73,0.60817829448
2601,yes,Strongly agree,45,0.428918071154
2602,yes,Neutral,30,4.70786414711
2603,yes,Strongly agree,22,0.864497671219
2604,yes,Strongly agree,44,2.34257063395
2605,yes,Somewhat agree,29,0.972431891092
2606,no,Strongly agree,66,0.589074264725
2607,no,Somewhat agree,63,0.709864840099
2608,no,Strongly agree,73,1.32251004956
2609,no,Strongly agree,58,0.369975770762
2610,yes,Strongly agree,25,0.711218013269
2611,yes,Somewhat disagree,24,1.10537815516
2612,no,Somewhat agree,67,1.39412212396
2613,no,Somewhat disagree,67,0.333720121625
2614,yes,Neutral,32,0.320190796022
2615,yes,Somewhat agree,50,0.180871502206
2616,no,Somewhat agree,70,0.785435197794
2617,yes,Neutral,25,0.668669825594
2618,yes,Somewhat agree,26,1.81818314614
2619,no,Somewhat agree,72,0.153919128133
2620,yes,Strongly disagree,55,0.516209007653
2621,no,Somewhat disagree,18,1.47459898142
2622,yes,Somewhat disagree,30,0.593590332285
2623,yes,Somewhat disagree,46,2.14597010813
2624,no,Strongly agree,74,5.62881795063
2625,yes,Strongly agree,37,0.975291657201
2626,yes,Somewhat agree,36,1.32649316679
2627,no,Somewhat agree,87,0.425979001603
2628,yes,Strongly agree,60,1.23516161638
2629,yes,Somewhat agree,44,0.306990900326
2630,yes,Somewhat agree,44,5.55235935958
2631,no,Strongly disagree,18,0.713657378815
2632,yes,Strongly agree,53,3.05275034483
2633,yes,Somewhat agree,59,0.125594360671
2634,no,Strongly agree,57,0.34831628303
2635,yes,Somewhat agree,26,0.194401575566
2636,no,Strongly agree,69,0.160520216632
2637,yes,Strongly agree,74,0.221676818986
2638,no,Strongly agree,67,4.42279104086
2639,yes,Strongly agree,30,0.350110094149
2640,no,Strongly agree,39,0.0896812008722
2641,no,Somewhat agree,73,0.559948509881
2642,yes,Neutral,56,1.90376283527
2643,no,Strongly agree,70,0.116553303901
2644,no,Somewhat agree,70,0.312188163409
2645,yes,Somewhat agree,36,0.445370412626
2646,yes,Strongly agree,33,0.672037752337
2648,no,Somewhat disagree,38,0.136215346169
2649,no,Strongly agree,64,1.36050171872
2650,no,Strongly agree,72,11.632076079500001
2651,yes,Somewhat disagree,30,1.35101693638
2652,no,Somewhat agree,57,0.451029321687
2653,yes,Neutral,42,0.23361717313
2654,yes,Strongly agree,36,1.26643112869
2655,no,Neutral,65,0.387856715625
2656,yes,Neutral,32,0.544325730189
2657,yes,Strongly agree,33,0.331160309223
2658,yes,Neutral,60,0.400408223191
2659,yes,Strongly agree,33,0.767700848732
2660,yes,Somewhat agree,58,0.159766922378
2661,yes,Somewhat agree,55,4.2593608959100004
2662,yes,Strongly disagree,69,1.14873021444
2663,yes,Somewhat agree,40,0.623956124104
2664,no,Somewhat disagree,19,0.99290517265
2665,no,Somewhat disagree,60,0.853574512932
2666,yes,Somewhat disagree,25,2.0045009089
2667,yes,Strongly agree,29,1.18488704004
2668,yes,Somewhat agree,57,1.76831996302
2669,no,Neutral,57,2.67846636605
2670,no,Strongly agree,41,0.714304243154
2671,yes,Strongly disagree,51,0.818467051315
2672,yes,Strongly agree,59,0.310611791291
2673,yes,Somewhat agree,41,0.771684377095
2674,yes,Somewhat agree,41,0.612172840129
2675,no,Strongly agree,72,0.483112503103
2676,no,Strongly disagree,79,0.120408553426
2677,yes,Somewhat agree,20,2.12044143618
2678,no,Strongly agree,66,0.872049829485
2679,no,Strongly agree,73,0.477910812695
2680,no,Somewhat agree,40,1.42038737607
2681,yes,Strongly agree,25,1.64071812897
2682,no,Strongly agree,41,0.952923627745
2683,no,Somewhat agree,72,1.37169402023
2684,yes,Strongly agree,40,1.76450353492
2685,yes,Strongly disagree,45,0.574749981817
2686,yes,Somewhat agree,26,0.996102807275
2687,yes,Strongly disagree,36,2.370435813
2688,yes,Neutral,36,0.419142983775
2689,no,Neutral,73,0.48561081194
2690,yes,Somewhat agree,37,1.02919963707
2691,no,Neutral,54,4.22731488263
2692,yes,Somewhat disagree,53,0.599741498652
2693,yes,Somewhat disagree,68,0.786080098966
2694,no,Somewhat agree,85,0.779483382041
2695,no,Somewhat agree,61,1.90496897026
2696,yes,Strongly disagree,63,0.105579561958
2697,yes,Neutral,65,0.879221537709
2698,no,Strongly agree,72,0.57858160497
2699,no,Strongly agree,66,0.385719461566
2700,yes,Strongly agree,52,0.346410247886
2701,yes,Neutral,31,0.44274604147
2702,no,Neutral,62,0.0293388325569
2703,yes,Strongly agree,35,2.32028547633
2704,no,Neutral,80,0.295980546351
2705,yes,Strongly agree,58,0.35672783354
2706,no,Somewhat disagree,76,0.0558642270441
2707,no,Somewhat disagree,40,0.302489891013
2708,no,Strongly agree,28,1.17446610133
2709,no,Neutral,69,0.341053541114
2710,no,Strongly disagree,47,1.07998593216
2711,no,Neutral,71,0.694168847259
2712,no,Strongly agree,23,0.773294698877
2713,yes,Somewhat agree,31,0.584283712498
2714,yes,Strongly agree,67,0.879221537709
2715,no,Somewhat disagree,19,3.69307066805
2716,yes,Somewhat agree,60,0.198260832094
2717,no,Somewhat agree,49,3.9718740197
2718,yes,Strongly agree,42,4.22422737959
2720,yes,Somewhat agree,48,0.202690253843
2721,no,Somewhat agree,18,0.404834538872
2722,yes,Somewhat agree,24,0.158712312743
2723,yes,Somewhat agree,65,0.252179362344
2724,yes,Somewhat agree,30,0.280047293845
2725,yes,Somewhat agree,51,1.1373904169
2726,yes,Strongly agree,44,0.623956124104
2727,yes,Neutral,58,1.97889442779
2728,yes,Strongly agree,48,0.328893999126
2729,yes,Somewhat agree,31,0.740856578062
2730,yes,Somewhat agree,61,1.0913580414
